caseid,recid,age_group_reach_CA,age_group,sex,marital_status,num_child,have_child,province,immstat,harassed,smoke_status,drink_status,stress_level,health_level,living_standard,job_satisfaction,discrimination,health_awareness,eat_habits,social_class,income,Gender,stress,health
8244,8244,3,5,2,5,0,2,35,1,2,3,5,4,8,7,2,6,6,1,3,3,female,Quite A bit stressful,level 8
8303,8303,3,1,1,6,0,2,46,2,2,3,5,3,8,9,2,6,6,3,3,1,male,A bit stressful,level 8
8308,8308,1,1,2,6,0,2,46,1,2,3,4,3,8,10,2,6,6,3,3,1,female,A bit stressful,level 8
8320,8320,2,2,1,2,0,2,48,1,2,3,2,2,10,8,2,6,1,3,3,3,male,Not very stressful,Completely satisfied
8339,8339,1,5,2,6,0,2,35,2,1,3,7,3,6,5,2,6,6,2,4,1,female,A bit stressful,level 6
8375,8375,3,2,1,5,0,2,47,1,2,3,7,3,10,10,1,6,1,3,3,3,male,A bit stressful,Completely satisfied
8379,8379,3,1,2,6,0,2,47,1,2,3,6,4,7,8,2,6,6,4,3,1,female,Quite A bit stressful,level 7
8394,8394,3,2,2,1,0,2,48,2,2,3,7,3,9,10,2,6,6,3,3,1,female,A bit stressful,level 9
8405,8405,5,4,2,1,0,2,47,1,2,3,7,2,9,10,1,1,6,3,3,2,female,Not very stressful,level 9
8407,8407,1,5,1,4,0,2,59,1,2,3,2,3,5,5,2,6,6,3,3,3,male,A bit stressful,level 5
8430,8430,3,4,2,1,2,1,35,1,2,3,7,4,7,7,2,6,6,3,3,6,female,Quite A bit stressful,level 7
8434,8434,3,2,2,6,0,2,24,1,1,3,4,2,10,8,2,6,6,2,3,1,female,Not very stressful,Completely satisfied
8467,8467,3,3,1,1,2,1,59,1,2,3,5,3,8,8,1,6,6,4,3,4,male,A bit stressful,level 8
8470,8470,1,1,2,6,0,2,35,1,2,3,5,3,7,9,2,6,6,4,3,1,female,A bit stressful,level 7
8473,8473,4,3,2,5,1,1,24,1,2,3,5,2,10,5,2,6,6,3,5,2,female,Not very stressful,Completely satisfied
8483,8483,2,3,2,6,0,2,59,1,2,3,7,3,7,7,2,6,6,4,3,3,female,A bit stressful,level 7
8500,8500,1,2,2,1,2,1,46,2,2,3,6,3,7,8,2,6,6,2,3,2,female,A bit stressful,level 7
8507,8507,4,6,1,1,0,2,35,1,2,3,4,1,10,10,2,6,6,2,3,3,male,Not at all stressful,Completely satisfied
8523,8523,4,5,2,5,0,2,35,1,2,3,7,3,10,10,3,6,6,3,3,1,female,A bit stressful,Completely satisfied
8525,8525,3,2,2,6,0,2,35,1,2,3,5,2,6,7,2,6,6,3,3,2,female,Not very stressful,level 6
8530,8530,4,4,2,5,2,1,35,1,2,3,6,3,7,7,1,6,6,1,3,3,female,A bit stressful,level 7
8532,8532,5,4,1,1,1,1,48,1,2,3,6,3,8,9,1,6,6,2,4,3,male,A bit stressful,level 8
8542,8542,3,4,2,1,1,1,24,1,2,3,7,3,10,5,2,1,6,2,3,2,female,A bit stressful,Completely satisfied
8563,8563,4,5,1,1,1,1,59,1,2,3,6,2,6,8,2,6,1,2,3,4,male,Not very stressful,level 6
8570,8570,4,7,1,1,0,2,12,1,2,3,2,3,3,9,1,6,6,2,2,6,male,A bit stressful,level 3
8589,8589,2,4,1,5,0,2,48,1,2,3,6,5,9,9,1,6,6,2,3,2,male,Extremely stressful,level 9
8590,8590,4,2,1,1,1,1,35,1,2,3,6,2,8,8,1,6,6,2,3,3,male,Not very stressful,level 8
8592,8592,3,5,1,1,2,1,48,1,2,3,6,3,10,10,2,6,6,2,3,2,male,A bit stressful,Completely satisfied
8598,8598,1,2,1,6,0,2,35,1,2,3,4,3,5,5,2,6,6,3,3,1,male,A bit stressful,level 5
8610,8610,3,2,2,1,0,2,48,2,2,3,7,4,10,5,1,6,6,1,3,2,female,Quite A bit stressful,Completely satisfied
8611,8611,1,5,2,4,0,2,59,2,2,3,6,3,8,4,2,6,6,3,4,1,female,A bit stressful,level 8
8612,8612,3,4,2,6,1,1,46,1,2,3,7,3,8,8,2,1,6,3,4,3,female,A bit stressful,level 8
8626,8626,4,3,2,1,1,1,47,1,2,3,7,1,10,8,2,6,6,2,3,2,female,Not at all stressful,Completely satisfied
8634,8634,4,4,2,1,2,1,35,1,2,1,6,4,5,0,3,2,6,4,4,3,female,Quite A bit stressful,level 5
8637,8637,1,5,2,1,0,2,46,2,1,3,5,4,5,8,1,6,2,4,3,1,female,Quite A bit stressful,level 5
8672,8672,4,3,2,1,0,2,48,1,2,3,7,2,8,8,2,6,6,3,3,5,female,Not very stressful,level 8
8679,8679,1,5,2,1,0,2,12,1,2,3,5,3,3,7,3,6,6,3,2,1,female,A bit stressful,level 3
8702,8702,3,2,2,6,0,2,47,1,2,3,5,3,6,7,4,6,6,2,3,3,female,A bit stressful,level 6
8708,8708,2,4,2,2,0,2,59,1,2,3,5,3,4,5,1,6,6,3,3,2,female,A bit stressful,level 4
8731,8731,1,2,2,2,0,2,35,1,2,3,3,3,7,9,2,6,6,4,3,4,female,A bit stressful,level 7
8779,8779,1,2,1,6,0,2,59,1,2,3,5,3,9,8,2,6,1,2,4,2,male,A bit stressful,level 9
8782,8782,3,5,1,2,1,1,59,1,2,3,5,5,7,9,2,6,2,4,3,3,male,Extremely stressful,level 7
8798,8798,6,5,1,1,0,2,48,1,2,3,7,1,9,8,1,6,6,1,3,3,male,Not at all stressful,level 9
8802,8802,4,4,2,4,1,1,24,1,2,3,3,3,9,8,1,6,2,3,1,5,female,A bit stressful,level 9
8832,8832,1,3,2,6,0,2,59,1,2,3,7,3,8,7,3,6,1,1,3,3,female,A bit stressful,level 8
8857,8857,1,4,1,6,0,2,35,2,2,3,1,3,7,7,2,6,6,3,3,3,male,A bit stressful,level 7
8861,8861,1,3,1,1,1,1,48,1,2,3,3,1,8,9,1,6,6,3,3,5,male,Not at all stressful,level 8
8873,8873,3,3,1,6,0,2,12,1,2,3,6,3,8,8,2,6,6,3,3,4,male,A bit stressful,level 8
8888,8888,3,1,1,1,0,2,12,1,2,3,4,2,10,8,3,6,6,1,4,1,male,Not very stressful,Completely satisfied
8898,8898,2,2,1,6,0,2,35,1,2,3,6,4,6,4,3,6,6,3,4,1,male,Quite A bit stressful,level 6
8937,8937,2,3,2,2,0,2,35,1,1,3,6,2,8,8,2,6,6,5,3,2,female,Not very stressful,level 8
8945,8945,3,3,2,1,1,1,59,2,1,3,7,3,7,7,2,1,6,2,2,4,female,A bit stressful,level 7
8950,8950,1,1,1,6,0,2,59,1,2,2,5,3,3,8,3,6,6,4,3,1,male,A bit stressful,level 3
9011,9011,1,2,1,6,0,2,35,1,2,3,5,4,8,8,2,6,6,3,3,3,male,Quite A bit stressful,level 8
9012,9012,1,2,1,6,0,2,35,1,2,2,5,3,5,5,2,6,6,3,3,1,male,A bit stressful,level 5
9023,9023,1,4,1,1,0,2,59,1,2,3,3,3,10,10,1,6,6,1,3,1,male,A bit stressful,Completely satisfied
9028,9028,3,4,2,1,2,1,46,1,2,3,6,3,4,5,2,6,6,3,3,2,female,A bit stressful,level 4
9029,9029,5,5,2,1,3,1,46,1,2,3,7,3,7,7,1,6,6,3,3,1,female,A bit stressful,level 7
9045,9045,5,5,1,1,1,1,48,1,2,3,5,2,9,8,1,6,1,3,3,6,male,Not very stressful,level 9
9049,9049,4,2,2,1,1,1,13,1,2,3,7,1,10,9,2,6,6,3,3,2,female,Not at all stressful,Completely satisfied
9077,9077,3,2,2,1,0,2,35,1,1,3,6,4,7,9,4,3,6,3,3,1,female,Quite A bit stressful,level 7
9081,9081,3,3,2,6,0,2,24,1,1,3,6,2,10,7,3,6,6,3,4,2,female,Not very stressful,Completely satisfied
9121,9121,2,2,1,6,0,2,35,1,2,3,7,4,9,8,3,6,6,2,3,3,male,Quite A bit stressful,level 9
9126,9126,1,2,1,1,1,1,59,1,2,3,5,4,8,7,2,6,6,3,3,4,male,Quite A bit stressful,level 8
9140,9140,2,3,1,1,2,1,35,1,2,2,3,3,8,8,2,6,6,3,3,1,male,A bit stressful,level 8
9168,9168,2,2,2,6,0,2,46,1,2,3,3,3,7,10,2,6,6,3,2,2,female,A bit stressful,level 7
9173,9173,1,5,1,1,0,2,35,1,1,3,3,3,7,7,3,6,6,5,3,4,male,A bit stressful,level 7
9180,9180,3,5,2,1,0,2,59,1,2,3,2,3,8,10,1,6,6,2,2,6,female,A bit stressful,level 8
9185,9185,2,2,2,1,0,2,59,1,2,3,6,4,8,3,3,6,6,2,3,1,female,Quite A bit stressful,level 8
9186,9186,2,2,1,6,0,2,12,1,1,2,5,4,5,5,2,2,6,3,3,3,male,Quite A bit stressful,level 5
9214,9214,4,3,1,1,2,1,35,1,2,3,7,3,7,4,2,6,6,2,4,2,male,A bit stressful,level 7
9225,9225,2,1,1,6,0,2,13,1,1,1,5,4,8,7,3,1,6,4,4,1,male,Quite A bit stressful,level 8
9230,9230,5,4,2,1,2,1,46,1,2,3,7,4,8,7,4,2,6,1,3,2,female,Quite A bit stressful,level 8
9265,9265,2,5,2,1,0,2,48,1,2,3,5,3,8,9,1,6,6,1,3,5,female,A bit stressful,level 8
9271,9271,2,1,2,6,0,2,59,1,2,3,5,1,6,5,3,6,6,2,4,1,female,Not at all stressful,level 6
9279,9279,1,2,1,1,2,1,24,2,2,3,6,4,8,6,1,6,6,2,3,3,male,Quite A bit stressful,level 8
9280,9280,4,3,2,1,1,1,35,1,1,3,7,3,8,8,2,6,6,3,3,2,female,A bit stressful,level 8
9288,9288,1,2,1,6,0,2,35,1,2,3,7,2,8,10,1,6,6,4,3,3,male,Not very stressful,level 8
9300,9300,1,4,2,5,2,1,35,2,1,3,3,5,6,5,5,2,6,3,4,4,female,Extremely stressful,level 6
9306,9306,5,4,2,5,1,1,59,1,2,3,6,2,9,9,1,6,6,3,5,2,female,Not very stressful,level 9
9329,9329,4,2,1,1,3,1,47,1,2,3,7,1,10,9,1,6,6,2,2,3,male,Not at all stressful,Completely satisfied
9337,9337,3,2,1,1,0,2,35,1,2,3,7,3,7,9,2,6,6,3,3,6,male,A bit stressful,level 7
9347,9347,4,3,2,1,0,2,24,1,2,3,5,2,10,8,2,6,6,2,3,2,female,Not very stressful,Completely satisfied
9349,9349,4,3,1,6,0,2,47,1,1,3,2,4,0,7,3,6,6,4,5,3,male,Quite A bit stressful,Not at all satisfied
9361,9361,1,5,2,1,0,2,24,2,2,3,5,4,5,10,2,6,6,2,2,4,female,Quite A bit stressful,level 5
9378,9378,3,2,1,1,2,1,35,1,2,3,3,3,7,5,3,6,6,3,4,1,male,A bit stressful,level 7
9397,9397,4,3,1,1,0,2,35,1,2,3,4,3,4,7,1,6,6,4,3,4,male,A bit stressful,level 4
9402,9402,4,4,1,1,3,1,35,1,2,3,7,3,7,8,2,6,6,2,3,6,male,A bit stressful,level 7
9413,9413,3,3,2,1,0,2,59,1,2,3,5,1,8,8,2,6,6,3,3,4,female,Not at all stressful,level 8
9425,9425,2,4,2,1,1,1,24,1,1,3,4,4,7,7,1,3,6,3,3,2,female,Quite A bit stressful,level 7
9429,9429,4,4,2,1,2,1,48,1,2,3,4,3,8,8,1,6,6,3,3,6,female,A bit stressful,level 8
9430,9430,4,3,1,1,0,2,24,1,2,3,5,3,9,8,2,6,6,3,4,2,male,A bit stressful,level 9
9435,9435,3,2,1,1,2,1,35,1,2,3,7,3,9,9,2,6,6,3,4,2,male,A bit stressful,level 9
9450,9450,5,4,1,2,3,1,48,2,2,3,6,1,9,9,2,6,6,3,3,4,male,Not at all stressful,level 9
9451,9451,1,4,1,6,0,2,35,1,2,3,3,3,10,8,2,6,6,2,3,4,male,A bit stressful,Completely satisfied
9460,9460,4,3,1,1,2,1,48,1,2,2,7,3,7,9,1,6,6,5,3,1,male,A bit stressful,level 7
9479,9479,3,2,2,2,1,1,35,1,2,1,4,2,10,10,1,6,6,2,3,2,female,Not very stressful,Completely satisfied
9482,9482,1,3,2,1,1,1,35,1,2,3,6,3,9,9,2,6,6,2,3,3,female,A bit stressful,level 9
9483,9483,4,2,1,1,2,1,46,1,2,3,5,4,9,8,2,6,6,3,3,2,male,Quite A bit stressful,level 9
9484,9484,5,4,2,1,3,1,48,1,2,3,7,3,7,7,2,6,6,2,3,2,female,A bit stressful,level 7
9488,9488,3,6,1,1,1,1,59,1,2,3,7,3,10,10,1,6,6,2,3,4,male,A bit stressful,Completely satisfied
9495,9495,3,4,2,1,1,1,59,1,2,3,5,3,6,5,3,6,6,2,3,4,female,A bit stressful,level 6
9499,9499,3,4,2,5,1,1,35,1,2,3,5,2,8,7,3,6,6,2,3,3,female,Not very stressful,level 8
9545,9545,1,4,1,2,0,2,35,1,2,3,5,3,7,9,1,6,1,4,3,3,male,A bit stressful,level 7
9561,9561,1,2,2,6,0,2,59,1,2,3,7,2,7,8,2,6,6,3,4,2,female,Not very stressful,level 7
9566,9566,3,2,1,1,0,2,48,1,2,1,7,3,7,6,2,6,6,3,4,3,male,A bit stressful,level 7
9591,9591,1,2,1,6,0,2,59,1,2,3,5,3,10,8,2,6,6,1,3,3,male,A bit stressful,Completely satisfied
9604,9604,4,3,2,1,2,1,13,1,2,3,7,1,10,5,2,1,6,1,3,1,female,Not at all stressful,Completely satisfied
9623,9623,3,4,2,1,2,1,59,1,2,3,3,3,8,9,2,6,6,3,3,1,female,A bit stressful,level 8
9638,9638,4,3,2,6,0,2,24,1,2,3,5,2,9,8,2,6,6,2,4,2,female,Not very stressful,level 9
9646,9646,1,5,1,1,0,2,35,1,2,3,7,2,7,10,1,6,6,4,3,3,male,Not very stressful,level 7
9677,9677,4,3,2,5,1,1,47,1,2,3,6,3,5,5,3,6,2,3,3,2,female,A bit stressful,level 5
9685,9685,3,3,2,1,1,1,46,1,2,3,7,1,8,10,1,6,6,2,3,2,female,Not at all stressful,level 8
9705,9705,3,2,2,1,2,1,47,1,2,3,7,3,10,10,2,2,6,2,3,2,female,A bit stressful,Completely satisfied
9708,9708,3,4,1,4,2,1,47,1,2,3,3,2,9,8,2,6,1,3,3,4,male,Not very stressful,level 9
9725,9725,3,2,2,1,1,1,12,1,2,3,7,1,10,10,2,6,6,3,2,2,female,Not at all stressful,Completely satisfied
9736,9736,4,5,2,3,0,2,24,1,2,3,5,4,8,9,2,6,6,2,3,3,female,Quite A bit stressful,level 8
9738,9738,1,6,1,1,0,2,35,1,2,3,3,3,7,8,2,6,6,3,3,4,male,A bit stressful,level 7
9779,9779,2,5,1,4,0,2,35,1,2,3,4,3,8,9,1,6,6,2,3,5,male,A bit stressful,level 8
9796,9796,3,5,1,1,1,1,24,1,2,3,4,3,7,8,2,6,6,3,3,2,male,A bit stressful,level 7
9797,9797,3,3,1,4,0,2,48,1,2,1,7,2,8,6,2,6,6,2,3,3,male,Not very stressful,level 8
9805,9805,4,3,1,1,2,1,35,1,2,3,7,4,9,8,2,6,1,3,4,6,male,Quite A bit stressful,level 9
9806,9806,1,2,1,1,2,1,35,1,2,3,2,4,4,10,1,6,6,4,3,3,male,Quite A bit stressful,level 4
9813,9813,3,3,1,1,0,2,59,1,2,3,3,2,5,5,1,6,1,3,4,2,male,Not very stressful,level 5
9823,9823,5,4,1,1,1,1,24,1,2,3,6,2,10,10,1,6,6,2,3,2,male,Not very stressful,Completely satisfied
9833,9833,4,5,2,1,1,1,35,1,2,3,5,3,3,5,1,6,6,3,3,2,female,A bit stressful,level 3
9834,9834,4,5,2,1,0,2,48,1,2,3,1,2,10,10,1,6,6,3,3,3,female,Not very stressful,Completely satisfied
9836,9836,1,1,1,6,0,2,59,2,1,3,7,3,7,5,1,6,6,2,3,1,male,A bit stressful,level 7
9853,9853,6,6,1,1,0,2,24,1,2,3,2,1,5,7,1,6,1,2,3,4,male,Not at all stressful,level 5
9858,9858,4,3,2,1,3,1,48,1,1,3,7,4,8,5,2,6,6,3,3,2,female,Quite A bit stressful,level 8
9871,9871,3,3,1,1,0,2,48,1,1,3,6,2,8,9,1,2,6,1,2,2,male,Not very stressful,level 8
9891,9891,2,6,2,1,0,2,35,1,2,2,5,3,8,8,1,6,6,3,3,4,female,A bit stressful,level 8
9911,9911,4,2,1,5,0,2,35,1,2,3,7,3,4,5,2,6,1,5,3,2,male,A bit stressful,level 4
9931,9931,1,4,1,1,2,1,35,1,2,3,5,4,7,4,1,6,6,3,3,5,male,Quite A bit stressful,level 7
9941,9941,4,2,1,1,2,1,35,2,2,3,5,4,7,6,3,6,6,2,3,2,male,Quite A bit stressful,level 7
9965,9965,1,2,1,6,0,2,46,2,2,2,4,3,8,10,2,6,6,2,2,1,male,A bit stressful,level 8
9981,9981,2,4,2,1,0,2,35,1,2,3,6,3,8,8,1,6,6,3,3,3,female,A bit stressful,level 8
10026,10026,1,6,1,6,0,2,46,1,1,3,7,1,8,8,2,6,6,2,3,1,male,Not at all stressful,level 8
10028,10028,3,3,2,2,1,1,35,1,2,3,2,3,5,7,2,6,6,3,3,3,female,A bit stressful,level 5
10031,10031,1,3,2,1,0,2,35,1,2,3,5,3,9,9,2,6,6,3,3,2,female,A bit stressful,level 9
10042,10042,3,4,2,6,0,2,59,1,2,3,6,1,10,10,1,6,6,3,3,3,female,Not at all stressful,Completely satisfied
10062,10062,3,3,1,2,1,1,10,1,2,3,5,3,9,8,1,6,6,2,3,5,male,A bit stressful,level 9
10085,10085,5,4,2,1,2,1,47,1,2,3,7,3,7,5,1,6,6,2,3,2,female,A bit stressful,level 7
10089,10089,4,5,1,1,0,2,35,1,2,3,2,2,10,10,1,6,6,3,2,6,male,Not very stressful,Completely satisfied
10115,10115,4,6,2,5,0,2,35,1,2,3,5,3,9,10,2,6,6,3,3,2,female,A bit stressful,level 9
10117,10117,4,5,2,1,1,1,59,1,2,3,5,5,3,5,5,2,6,3,3,2,female,Extremely stressful,level 3
10118,10118,3,2,2,1,0,2,35,1,2,3,6,2,8,10,4,6,6,2,3,2,female,Not very stressful,level 8
10135,10135,1,1,2,6,1,1,48,1,2,3,4,3,8,4,2,6,6,4,4,2,female,A bit stressful,level 8
10166,10166,3,2,1,1,1,1,46,1,2,3,7,1,10,10,3,6,6,3,3,1,male,Not at all stressful,Completely satisfied
10167,10167,2,1,2,1,0,2,46,2,2,3,6,3,8,6,4,6,6,2,3,2,female,A bit stressful,level 8
10195,10195,4,3,2,1,0,2,35,2,2,3,5,3,7,7,1,6,6,2,3,2,female,A bit stressful,level 7
10224,10224,1,2,2,1,2,1,13,2,2,3,3,1,10,10,1,6,6,3,3,2,female,Not at all stressful,Completely satisfied
10240,10240,2,4,2,5,0,2,48,1,2,3,1,3,7,7,3,4,6,3,4,3,female,A bit stressful,level 7
10264,10264,5,4,1,1,0,2,46,1,2,3,6,3,10,4,2,6,1,1,3,2,male,A bit stressful,Completely satisfied
10269,10269,2,1,2,6,0,2,35,1,2,3,6,2,7,5,2,6,1,3,3,1,female,Not very stressful,level 7
10272,10272,3,3,1,1,2,1,59,1,2,3,4,3,7,8,2,6,6,3,2,5,male,A bit stressful,level 7
10281,10281,2,1,2,2,0,2,24,2,2,3,5,4,10,9,1,6,6,3,3,1,female,Quite A bit stressful,Completely satisfied
10292,10292,4,4,1,6,0,2,59,1,1,3,5,3,4,8,2,2,6,3,3,4,male,A bit stressful,level 4
10299,10299,3,2,2,1,2,1,24,1,1,3,4,2,8,7,1,6,6,3,3,2,female,Not very stressful,level 8
10312,10312,1,3,2,4,0,2,35,1,2,2,3,2,9,5,1,6,6,3,3,2,female,Not very stressful,level 9
10330,10330,3,3,2,1,3,1,35,1,2,3,7,3,7,8,2,6,6,4,3,3,female,A bit stressful,level 7
10333,10333,1,3,1,1,0,2,48,1,2,3,4,3,8,6,2,6,6,3,3,3,male,A bit stressful,level 8
10336,10336,3,3,1,1,3,1,13,1,2,3,6,3,9,7,2,6,1,3,3,2,male,A bit stressful,level 9
10344,10344,3,6,2,1,0,2,35,1,2,3,5,3,7,9,1,6,6,3,3,5,female,A bit stressful,level 7
10366,10366,3,6,2,5,0,2,59,1,2,3,6,3,8,8,2,6,2,1,3,2,female,A bit stressful,level 8
10378,10378,4,5,1,1,0,2,35,1,2,3,5,2,5,5,1,6,6,3,3,2,male,Not very stressful,level 5
10385,10385,4,4,2,1,2,1,48,1,2,3,7,4,7,0,2,6,6,4,3,2,female,Quite A bit stressful,level 7
10469,10469,2,2,2,1,0,2,59,1,2,3,4,3,8,7,2,6,6,2,3,4,female,A bit stressful,level 8
10475,10475,3,3,2,6,0,2,59,1,1,3,5,3,7,8,3,2,2,3,3,1,female,A bit stressful,level 7
10484,10484,2,4,2,1,1,1,35,1,2,3,5,3,7,7,3,2,6,2,3,6,female,A bit stressful,level 7
10489,10489,3,4,2,5,1,1,35,1,2,3,7,5,9,9,2,6,6,1,3,4,female,Extremely stressful,level 9
10508,10508,4,3,2,1,1,1,48,1,2,3,5,4,8,7,2,6,6,4,3,2,female,Quite A bit stressful,level 8
10517,10517,4,3,1,1,0,2,35,1,2,3,5,4,8,9,2,6,6,2,2,4,male,Quite A bit stressful,level 8
10521,10521,3,2,1,1,0,2,24,2,2,3,7,3,7,7,2,6,6,4,4,1,male,A bit stressful,level 7
10541,10541,2,2,2,6,0,2,59,1,2,3,5,3,7,5,1,6,1,1,4,1,female,A bit stressful,level 7
10546,10546,3,4,2,1,2,1,46,1,2,3,6,3,5,7,2,2,6,2,4,2,female,A bit stressful,level 5
10587,10587,5,6,1,1,1,1,48,1,2,3,7,1,7,10,2,6,6,3,5,2,male,Not at all stressful,level 7
10595,10595,2,2,1,5,0,2,24,1,2,3,5,4,9,9,2,6,1,3,3,3,male,Quite A bit stressful,level 9
10606,10606,4,4,2,1,2,1,24,1,2,3,5,4,7,10,2,6,6,2,2,3,female,Quite A bit stressful,level 7
10620,10620,3,5,1,1,1,1,59,1,2,3,7,3,5,5,3,6,6,3,5,3,male,A bit stressful,level 5
10629,10629,3,3,2,1,3,1,46,2,2,3,7,4,8,6,1,6,6,3,3,3,female,Quite A bit stressful,level 8
10639,10639,2,1,1,6,0,2,24,2,2,3,3,2,9,7,1,6,6,3,3,3,male,Not very stressful,level 9
10662,10662,1,2,2,1,1,1,59,1,2,3,6,3,8,5,2,6,6,3,3,3,female,A bit stressful,level 8
10666,10666,2,4,2,6,0,2,35,1,1,3,7,3,7,10,1,6,6,3,4,2,female,A bit stressful,level 7
10703,10703,3,3,2,5,0,2,59,1,2,3,3,3,7,6,4,6,6,2,3,3,female,A bit stressful,level 7
10704,10704,3,4,1,5,0,2,35,1,1,3,5,3,8,6,2,3,1,1,3,2,male,A bit stressful,level 8
10714,10714,4,3,2,1,1,1,35,1,1,3,3,2,6,5,3,6,6,3,4,2,female,Not very stressful,level 6
10719,10719,3,6,2,1,0,2,35,1,2,3,4,1,10,10,1,6,6,2,2,4,female,Not at all stressful,Completely satisfied
10720,10720,4,3,2,1,3,1,35,1,2,3,7,4,8,7,2,6,6,3,4,1,female,Quite A bit stressful,level 8
10733,10733,5,4,1,1,1,1,35,1,2,3,6,2,7,9,1,6,6,2,3,1,male,Not very stressful,level 7
10739,10739,2,6,1,1,0,2,35,1,2,2,4,4,7,10,2,6,6,3,3,3,male,Quite A bit stressful,level 7
10761,10761,3,4,2,1,2,1,35,1,1,3,6,3,9,8,2,2,6,2,3,2,female,A bit stressful,level 9
10767,10767,3,4,2,1,3,1,46,2,2,3,7,3,8,10,2,6,6,2,3,2,female,A bit stressful,level 8
10776,10776,3,3,1,1,1,1,35,1,2,3,3,4,9,7,2,6,6,7,3,2,male,Quite A bit stressful,level 9
10794,10794,4,4,1,1,2,1,59,1,2,3,4,3,5,5,2,6,6,3,3,4,male,A bit stressful,level 5
10798,10798,1,1,1,6,0,2,24,1,2,3,5,1,7,7,2,6,6,3,3,1,male,Not at all stressful,level 7
10819,10819,2,4,1,5,0,2,59,2,2,3,3,3,5,8,1,6,6,3,2,6,male,A bit stressful,level 5
10857,10857,3,2,2,1,0,2,35,1,2,3,5,3,9,8,1,6,6,2,3,1,female,A bit stressful,level 9
10866,10866,3,2,2,1,0,2,24,1,2,3,7,3,10,10,1,6,6,2,3,2,female,A bit stressful,Completely satisfied
10871,10871,3,6,1,1,0,2,48,1,2,3,4,2,4,7,2,6,6,1,3,6,male,Not very stressful,level 4
10887,10887,1,4,1,6,0,2,59,1,2,3,5,2,5,5,2,6,6,3,3,3,male,Not very stressful,level 5
10890,10890,2,1,2,6,0,2,59,2,2,3,7,3,6,9,2,6,6,3,4,1,female,A bit stressful,level 6
10893,10893,3,4,2,1,2,1,59,1,2,3,7,3,7,7,2,6,6,3,4,3,female,A bit stressful,level 7
10908,10908,1,4,2,5,1,1,59,1,2,3,5,5,8,6,2,6,6,4,3,3,female,Extremely stressful,level 8
10925,10925,3,2,1,1,2,1,35,1,2,2,5,2,7,8,1,6,6,4,3,1,male,Not very stressful,level 7
10932,10932,1,5,2,1,1,1,35,2,2,3,3,4,6,7,1,6,6,3,2,5,female,Quite A bit stressful,level 6
10936,10936,4,4,2,1,0,2,35,2,2,3,7,2,7,7,2,6,6,3,3,4,female,Not very stressful,level 7
10939,10939,1,3,2,1,2,1,59,1,2,3,5,3,7,9,2,6,6,1,2,6,female,A bit stressful,level 7
10963,10963,2,4,2,1,1,1,59,1,2,3,5,2,7,5,2,6,6,4,4,4,female,Not very stressful,level 7
10967,10967,3,5,2,6,0,2,46,1,1,3,5,3,8,8,2,6,6,3,3,1,female,A bit stressful,level 8
10972,10972,5,4,2,1,2,1,24,1,2,3,6,2,7,8,2,6,2,3,3,2,female,Not very stressful,level 7
10982,10982,4,3,1,6,0,2,47,2,1,3,2,2,7,7,1,4,6,2,3,1,male,Not very stressful,level 7
10990,10990,4,4,1,1,2,1,59,1,2,3,6,2,9,8,2,6,6,3,4,3,male,Not very stressful,level 9
11004,11004,4,2,2,6,0,2,35,1,2,3,6,3,10,7,2,6,1,3,3,2,female,A bit stressful,Completely satisfied
11010,11010,4,4,1,1,2,1,48,1,2,3,4,3,8,8,2,6,6,3,3,5,male,A bit stressful,level 8
11014,11014,4,3,1,1,1,1,35,1,2,3,7,2,8,7,2,6,6,3,3,4,male,Not very stressful,level 8
11040,11040,2,2,2,5,0,2,59,1,2,1,6,3,6,7,4,6,1,3,3,2,female,A bit stressful,level 6
11047,11047,2,4,1,1,3,1,24,2,2,3,7,2,7,8,2,6,6,2,3,2,male,Not very stressful,level 7
11048,11048,3,2,1,1,1,1,48,1,2,3,4,3,7,5,2,6,6,3,4,3,male,A bit stressful,level 7
11061,11061,3,3,2,1,2,1,48,1,2,3,7,3,5,5,2,6,6,3,4,2,female,A bit stressful,level 5
11065,11065,5,4,1,1,1,1,59,1,2,1,3,2,7,7,2,6,6,2,4,2,male,Not very stressful,level 7
11069,11069,5,5,1,1,0,2,35,2,1,3,3,3,5,10,1,6,6,3,3,2,male,A bit stressful,level 5
11143,11143,3,4,2,1,0,2,35,1,1,3,2,4,8,9,3,2,6,2,2,6,female,Quite A bit stressful,level 8
11163,11163,3,2,1,2,0,2,48,2,2,3,4,3,7,7,2,6,6,1,4,1,male,A bit stressful,level 7
11181,11181,4,3,1,3,0,2,24,2,2,3,3,3,10,10,2,6,6,1,3,2,male,A bit stressful,Completely satisfied
11198,11198,2,2,1,1,1,1,35,1,2,3,5,3,8,9,3,6,6,3,3,2,male,A bit stressful,level 8
11209,11209,3,3,2,1,2,1,59,1,2,3,7,4,8,7,2,6,6,3,3,3,female,Quite A bit stressful,level 8
11226,11226,1,5,2,1,0,2,35,2,2,3,6,4,10,10,1,6,6,2,3,4,female,Quite A bit stressful,Completely satisfied
11269,11269,1,2,2,6,0,2,35,1,2,3,6,3,10,5,2,6,1,4,3,2,female,A bit stressful,Completely satisfied
11276,11276,3,3,2,1,2,1,35,1,2,3,7,4,6,6,3,6,6,4,4,2,female,Quite A bit stressful,level 6
